008,2008,12,11,3,3,53,23,0098
008,2008,12,11,3,3,53,24,0098
008,2008,12,11,3,3,53,25,0098
008,2008,12,11,3,3,53,26,0098
008,2008,12,11,3,3,53,27,0098
008,2008,12,11,3,3,53,28,0098
008,2008,12,11,3,3,53,29,0098
008,2008,12,11,3,3,53,30,0098
008,2008,12,11,3,3,53,31,0098
008,2008,12,11,3,3,53,32,0098
008,2008,12,11,3,3,53,33,0098
008,2008,12,11,3,3,54,35,00100
008,2008,12,11,3,5,16,16,3242
008,2008,12,11,3,5,16,18,3242
008,2008,12,11,3,5,16,23,3242
008,2008,12,11,3,5,16,28,3242
008,2008,12,12,4,7,9,20,9011
008,2008,12,12,4,7,9,21,9011
008,2008,12,12,4,7,9,22,9111
008,2008,12,12,4,7,9,23,9111
008,2008,12,12,4,7,9,24,9111
008,2008,12,12,4,7,9,25,9111
008,2008,12,12,4,7,9,26,9111
008,2008,12,12,4,7,9,27,9111
008,2008,12,12,4,7,9,28,9210
008,2008,12,12,4,7,9,29,9210
008,2008,12,12,4,7,9,30,9210
008,2008,12,12,4,7,9,31,9210
008,2008,12,12,4,7,9,32,9210
008,2008,12,12,4,7,9,33,9310
008,2008,12,12,4,7,9,34,9309
008,2008,12,12,4,7,9,35,9309
008,2008,12,12,4,7,9,36,9309
008,2008,12,12,4,7,9,37,9309
008,2008,12,12,4,7,9,38,9309
008,2008,12,12,4,7,9,39,9309
008,2008,12,12,4,7,9,40,9408
008,2008,12,12,4,7,9,41,9408
008,2008,12,12,4,7,9,42,9408
008,2008,12,12,4,7,9,43,9408
008,2008,12,12,4,7,9,44,9408
008,2008,12,12,4,7,9,45,9407
008,2008,12,12,4,7,9,46,9407
008,2008,12,12,4,7,9,47,9507
008,2008,12,12,4,7,9,48,9507
008,2008,12,12,4,7,9,49,9507
008,2008,12,12,4,7,9,50,9506
008,2008,12,12,4,7,9,51,9506
008,2008,12,12,4,7,9,52,9506
008,2008,12,12,4,7,9,53,9506
008,2008,12,12,4,7,9,54,9606
008,2008,12,12,4,7,9,55,9605
008,2008,12,12,4,7,9,56,9605
008,2008,12,12,4,7,9,57,9605
008,2008,12,12,4,7,9,58,9605
008,2008,12,12,4,7,9,59,9604
008,2008,12,12,4,7,10,0,9604
008,2008,12,12,4,7,10,1,9604
008,2008,12,12,4,7,10,2,9703
008,2008,12,12,4,7,10,3,9703
008,2008,12,12,4,7,10,4,9703
008,2008,12,12,4,7,10,5,9703
008,2008,12,12,4,7,10,6,9702
008,2008,12,12,4,7,10,7,9702
008,2008,12,12,4,7,10,8,9702
008,2008,12,12,4,7,10,9,9801
008,2008,12,12,4,7,10,10,9801
008,2008,12,12,4,7,10,11,9801
008,2008,12,12,4,7,10,12,9801
008,2008,12,12,4,7,10,13,9801
008,2008,12,12,4,7,10,14,9801
008,2008,12,12,4,7,10,15,9900
008,2008,12,12,4,7,10,16,9900
008,2008,12,12,4,7,10,17,9900
008,2008,12,12,4,7,10,18,9900
008,2008,12,12,4,7,10,19,9900
008,2008,12,12,4,7,10,20,9900
008,2008,12,12,4,7,10,21,10000
